"Response.ID","Time.Started","Date.Submitted","Status","Language","SessionID","User.Agent","Extended.User.Agent","Tags","Invite.Status","anonID","Source","surVer","Invite.Custom.Field.4","surName","URL.Variable..sguid","In.what.capacity.have.you.observed.this.student.as.a.leader.","Other...please.describe.In.what.capacity.have.you.observed.this.student.as.a.leader.","val_1","val_2","val_3","val_4","val_5","val_6","val_7","val_8","val_9","val_10","val_11","val_12","val_13","val_14","val_15","val_16","val_17","val_18","val_19","val_20","val_21","uh_1","uh_2","uh_3","uh_4","uh_5","uh_6","uh_7","uh_8","uh_9","uh_10","uh_11","uh_12","uh_13","uh_14","uh_15","uh_16","uh_17","uh_18","uh_19","uh_20","uh.only","ili_1","ili_2","ili_3","ili_4","ili_5","ili_6","ili_7","ili_8","ili_9","ili_10","ili_11","ili_12","ili_13","ili_14","ili_15","bfi_1","bfi_2R","bfi_3","bfi_4","bfi_5","bfi_6R","bfi_7","bfi_8R","bfi_9R","bfi_10","bfi_11","bfi_12R","bfi_13","bfi_14","bfi_15","bfi_16","bfi_17","bfi_18R","bfi_19","bfi_20","bfi_21R","bfi_22","bfi_23R","bfi_24R","bfi_25","bfi_26","bfi_27R","bfi_28","bfi_29","bfi_30","bfi_31R","bfi_32","bfi_33","bfi_34R","bfi_35R","bfi_36","bfi_37R","bfi_38","bfi_39","bfi_40","bfi_41R","bfi_42","bfi_43R","bfi_44","ffmq_1","ffmq_2","ffmq_3R","ffmq_4R","ffmq_5","ffmq_6","ffmq_7R","ffmq_8R","ffmq_9R","ffmq_10","ffmq_11","ffmq_12","ffmq_13R","ffmq_14R","ffmq_15","authNaha_1","authNaha_2","authNaha_3","authNaha_4","authNaha_5","authNaha_6","authNaha_7","authNaha_8","authNaha_9","authNaha_10","authNaha_11","authNaha_12","authNaha_13","authNaha_14","authNaha_15","authNaha_16","tfl_1","tfl_2","tfl_3","tfl_4","tfl_5","tfl_6","tfl_7","tfl_8","tfl_9","tfl_10","tfl_11","tfl_12","tfl_13R","tfl_14","tfl_15","tfl_16","tfl_17","tfl_18","narc_1","narc_2","narc_3","narc_4","narc_5","narc_6","narc_7","narc_8","narc_9","narc_10","narc_11","narc_12","narc_13","narc_14","Which.section.of.PS.344.are.you.in.","Who.is.your.professor.","In.what.year.do.you.graduate.","What.is.your.current.GPA...This.is.optional.but.would.be.helpful.for.a.future.class.demonstration.of.the.research.process.","LPC.score.","Identity.Prototypicality.score.","Identity.Advancement.Champion.score.","Identity.Entrepreneurship.score...","Identity.Impresarioship.Embedding.score...","Total.Identity.Leadership.Score","Conformity.score","Tradition.Score","Benevolence.Score","Universalism.Score","Self.Direction.Score","Stimulation.Score","Hedonism.Score","Achievement.Score","Power.Score","Security.Score","UH.Score","Extraversion.score","Agreeableness.Score","Conscientiousness.Score","Neuroticism.Score","Openness.Score","Observing.Score..FFMQ.","Describing.Score..FFMQ.","Acting.with.Awareness.Score..FFMQ.","Nonjudging.Score..FFMQ.","Nonreactivity.Score..FFMQ.","Self.awareness..authentic.","Balanced.perception..authentic.","Value.based.behavior..authentic.","Relational.Transparency..authentic.","Total.authentic.leadership","Type.A","Total.Emotional.Intelligence","Vision..TFL.","Inspirational.motivation..TFL.","Intellectual.stimulation..TFL.","Individualized.consideration..TFL.","Personal.recognition..TFL.","Idealized.influence..TFL.","Total.TFL","Self.monitoring.Score","Positive.Leadership.Score","Narcissism.Score"
422,"9/10/16 19:34","9/14/16 10:20","Complete","English","850320e237835cfb5f0270a3043740e9","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 ","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2486.0 Safari/537.36 Edge/13.10586",NA,"Complete",204,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","9KO9RGc2JWdsvonex","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,6,6,5,4,6,5,7,5,6,7,4,7,6,6,7,5,4,NA,7,7,7,6,7,7,7,6,7,7,7,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,1,4,2,3,2,3,2,2,3,6,6,6,2,1,6,5,1,5,6,2,7,6,6,5,6,7,7,6,6,7,6,7,7,7,6,7,7,1,6,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6.75,6.75,6,6.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,2,3,1.333333333,2,2.666666667,25,22,24,25,96,0,5.461538462,7,6.666666667,6.666666667,6.333333333,7,6.666666667,6.722222222,0,92,92
284,"9/9/16 23:57","9/10/16 0:11","Complete","English","0999c2eed283234c1f58d3293f94ba2d","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:48.0) Gecko/20100101 Firefox/48.0",NA,"Complete",250,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","jk72nnuLPq8FLOPB8","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,4,6,4,5,4,6,5,6,4,3,4,6,5,6,3,5,NA,5,6,5,4,6,4,4,5,3,7,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,3,2,3,1,2,2,1,2,0,1,5,3,4,5,6,3,6,4,5,3,6,5,5,4,5,3,4,3,3,3,4,5,5,5,4,4,5,4,5,6,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.75,5.5,5.25,5,5.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,2.666666667,1.666666667,1.666666667,3,1.666666667,18,16,17,11,62,0,5.115384615,4,4.666666667,3.666666667,3.333333333,4.333333333,4.333333333,4.055555556,0,63,63
795,"9/14/16 21:35","9/14/16 21:44","Partial","English","c8bb9f0cf17355e9ea56cd91b38bd09c","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Partial",247,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","gYKxbkCWDbLS8vGKo","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,5,6,7,7,7,5,6,6,2,6,3,7,3,6,6,6,7,2,NA,7,6,6,6,6,7,7,7,7,7,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,1,3,3,4,3,6,6,2,6,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,"9/5/16 21:35","9/5/16 22:46","Complete","English","764dafb06b7493f1ae97d3fe0c541ff2","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Ver","Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",NA,"Complete",70,"Import",1,"COL+Cotting","Self-assessment invite (to students)","K3l58AC8BVDCoGDBw","","",5,5,5,5,3,5,3,5,2,5,5,4,5,5,5,3,5,5,5,3,5,1,2,0,8,0,0,0,6,5,8,0,8,4,0,0,1,8,8,0,6,NA,6,7,7,7,6,1,7,7,7,7,7,7,7,7,7,7,4,6,5,7,2,7,5,6,7,7,1,7,4,7,7,7,5,5,7,1,7,6,4,7,2,5,4,1,7,5,7,5,6,1,7,5,7,5,7,2,6,7,3,0,2,3,1,4,4,3,2,1,3,4,2,3,3,2,6,7,2,6,3,7,7,7,7,7,7,7,7,5,7,3,2,7,5,7,7,4,6,7,4,6,7,3,5,6,7,7,7,5,1,0,1,1,1,1,0,1,1,1,1,1,1,0,8,3,3,2.3,84,6.5,5.5,7,7,6.466666667,3,2.5,4.5,5,5,5,5,5,5,4,3.25,5.75,5.888888889,3.875,3.5,6.5,2.666666667,1.666666667,1.333333333,2.333333333,3,27,23,13,18,81,9,6.346153846,3.666666667,6.666666667,5.333333333,6.666666667,7,4,5.555555556,49,89,93
799,"9/14/16 21:50","9/14/16 22:08","Complete","English","767f50d291d6fc4505e4a2355e186320","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",70,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","gYKxyDSWDbLS8vGKo","4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,NA,4,3,4,4,3,4,4,3,3,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,6,5,6,4,5,4,3,6,3,1,5,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.25,2.75,3.25,3.333333333,3.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,13,16,55,0,2.923076923,4,4,3,3.333333333,3.333333333,3,3.444444444,0,35,35
11,"9/4/16 9:39","9/4/16 10:47","Complete","English","c2234b3e2df5ded63d5196f9ef9c021e","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",589,"Import",1,"MAJ+Jarman","Self-assessment invite (to students)","4k2Rgmcgl7oiKG7P2","","",5,1,1,5,2,5,4,3,3,4,5,3,4,2,5,1,4,3,3,4,4,5,3,6,3,6,6,6,6,2,6,2,6,2,2,2,5,6,8,2,0,NA,7,6,6,6,7,7,5,4,7,7,7,4,7,6,6,6,6,3,4,6,1,3,6,3,6,7,5,4,5,2,7,3,5,4,7,4,5,2,3,4,6,6,5,6,6,5,3,3,4,3,5,6,6,5,6,2,5,7,5,2,2,3,4,1,3,3,1,4,3,3,0,3,4,2,2,2,7,3,7,6,6,7,5,6,5,6,7,2,5,3,6,7,3,3,6,7,7,6,4,3,6,7,1,4,5,6,7,7,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,3,2.947,63,7,6.5,6,4.666666667,6.133333333,2.5,3.5,3,2,5,5,4,4.5,2.5,2,4.2,5.625,3.555555556,3.625,4.75,5.3,2.666666667,1,1.666666667,0,2,17,21,17,12,67,4,4.423076923,6.666666667,5.666666667,4,4,6.333333333,7,5.611111111,24,66,73
669,"9/12/16 21:37","9/12/16 21:49","Complete","English","b86c9f82d51cecbe1e43a3a776c2bd19","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",589,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","aqvleBFy4W6FvdGJw","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,7,5,5,6,5,6,5,8,4,6,6,5,4,5,6,8,6,5,NA,7,7,6,7,4,6,7,7,7,7,7,4,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,3,2,1,3,4,3,2,3,3,4,2,7,7,5,4,3,5,6,4,6,6,4,6,7,6,5,7,7,7,6,4,5,6,7,7,6,5,4,6,1,4,4,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.25,6.75,6.5,6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,2,3,1.666666667,0.333333333,2.666666667,27,21,22,20,90,0,5,7,6,5.333333333,4.666666667,5,6.333333333,5.722222222,0,84,84
535,"9/11/16 14:54","9/11/16 14:58","Partial","English","6389fdd39f99bda23475dd6217c12739","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G870A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Ge","Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG-SM-G870A Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36",NA,"Partial",91,"Import",2,"COL+Cotting","Feedback assessment invitation (to raters)","lrbqpmc0paxFlMkX0","1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,6,6,4,6,6,7,8,4,5,4,3,5,7,5,7,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,"9/16/16 18:09","9/16/16 18:11","Partial","English","de4247c38fceb391bd16cd67dea3e499","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Saf","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Partial",395,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","YpqV4lC8RoDC7wPAL","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,3,5,5,NA,6,3,6,7,3,4,2,2,2,5,4,3,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"9/14/16 11:51","9/14/16 12:32","Complete","English","4aa387594ea7d9c1af706403b69a1787","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.113 Safa","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.113 Safari/537.36",NA,"Complete",646,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","rPXY6Oh6jw7FYkOgJ","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,4,7,6,6,5,8,7,8,6,8,8,6,7,5,8,8,8,5,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,3,3,1,1,0,4,4,4,2,0,4,7,7,7,2,5,6,7,3,7,7,4,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,3.666666667,3.666666667,2.666666667,3.333333333,3.666666667,27,27,26,20,100,0,6.230769231,7,7,7,7,6.666666667,7,6.944444444,0,96,96
824,"9/15/16 8:47","9/15/16 9:06","Complete","English","276e9653792c4c66736f826104e55115","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:47.0) Gecko/20100101 Firefox/47.0",NA,"Complete",599,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","bRkavRhx8bDul1Zw9","Other","I 'm a family member.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,5,4,5,4,5,5,7,5,5,5,4,5,5,8,8,4,4,NA,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,4,4,6,5,5,6,6,4,6,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,2,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,22,20,20,89,0,5.153846154,6.666666667,7,6.666666667,6.666666667,6.666666667,7,6.777777778,0,96,96
402,"9/10/16 19:09","9/10/16 20:11","Complete","English","16e27c80c8860c884e8067c69b900009","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/9.1.3 Safari/601.7.8",NA,"Complete",378,"Import",2,"MAJ+Jarman","Feedback assessment invitation (to raters)","nwl0kVIgDWdiam9WX","Other","I was the student 's Scoutmaster in  his Boy Scout Troop.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,7,6,6,6,7,4,7,6,7,7,6,5,5,7,7,6,6,NA,7,7,7,6,7,7,7,6,7,7,7,6,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,3,1,2,0,3,3,2,0,1,3,7,7,7,2,3,4,6,1,7,7,1,7,6,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,1,6,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,6.75,6,6.733333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,NA,NA,NA,NA,NA,2.666666667,2.666666667,3,3,3,27,27,27,23,104,0,5.769230769,7,6.666666667,5.666666667,7,7,7,6.722222222,0,95,95
822,"9/15/16 8:12","9/15/16 8:23","Complete","English","81007785964386fa615fbb22045178ad","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safa","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Complete",530,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","aqvnn4Hy4W6FvdGJw","Other","high school teacher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,5,7,5,7,6,6,6,7,6,6,6,6,5,6,7,7,7,6,NA,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,2,2,4,6,2,7,7,6,7,6,6,6,6,6,7,7,5,6,7,7,7,7,7,7,7,1,7,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.75,7,7,6.666666667,6.866666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,26,25,18,96,0,5.307692308,6.666666667,7,6.666666667,6,6.333333333,7,6.611111111,0,97,97
163,"9/9/16 20:27","9/12/16 12:13","Partial","English","2f57f85a30c7d8281729b34834f9068b","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Saf","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36",NA,"Partial",145,"Import",2,"Dr.+Adelman","Feedback assessment invitation (to raters)","qPX3PDHwPWDiV4d6b","2","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,6,6,7,6,6,6,6,6,6,6,5,6,6,6,6,6,NA,6,6,6,5,6,6,6,6,7,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,3,2,2,2,2,3,3,2,2,2,2,5,5,6,3,4,4,5,3,6,6,4,6,6,6,6,6,5,5,5,4,5,6,6,6,5,5,5,6,2,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
