Response ID,Time Started,Date Submitted,Contact ID,SessionID,section,gender,prof,rotc,major,gradYr,formalExp,informalExp,VMItrain_1,VMItrain_2,VMItrain_3,VMItrain_4,val_1,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_18,val_19,val_20,val_21,uh_1,uh_2,uh_3,uh_4,uh_5,uh_6,uh_7,uh_8,uh_9,uh_10,uh_11,uh_12,uh_13,uh_14,uh_15,uh_16,uh_17,uh_18,uh_19,uh_20,uh_21,uh_22,uh_23,uh_24,uh_25,ili_1,ili_2,ili_3,ili_4,ili_5,ili_6,ili_7,ili_8,ili_9,ili_10,ili_11,ili_12,ili_13,ili_14,ili_15,bfi_1,bfi_2R,bfi_3,bfi_4,bfi_5,bfi_6R,bfi_7,bfi_8R,bfi_9R,bfi_10,bfi_11,bfi_12R,bfi_13,bfi_14,bfi_15,bfi_16,bfi_17,bfi_18R,bfi_19,bfi_20,bfi_21R,bfi_22,bfi_23R,bfi_24R,bfi_25,bfi_26,bfi_27R,bfi_28,bfi_29,bfi_30,bfi_31R,bfi_32,bfi_33,bfi_34R,bfi_35R,bfi_36,bfi_37R,bfi_38,bfi_39,bfi_40,bfi_41R,bfi_42,bfi_43R,bfi_44,ffmq_1,ffmq_2,ffmq_3R,ffmq_4R,ffmq_5,ffmq_6,ffmq_7R,ffmq_8R,ffmq_9R,ffmq_10,ffmq_11,ffmq_12,ffmq_13R,ffmq_14R,ffmq_15,uh-vmi_1,uh-vmi_2,uh-vmi_3,uh-vmi_4,uh-vmi_5,uh-vmi_6,uh-vmi_7,uh-vmi_8,uh-vmi_9,auth_1,auth_2,auth_3,auth_4,auth_5,auth_6,auth_7,auth_8,auth_9,auth_10,auth_11,auth_12,auth_13,auth_14,grt_1,grt_2,grt_3,grt_4,hum_1,grt_5,grt_6,grt_7,grt_8,hum_2,chalFreq,leadChal_1,leadChal_2,leadChal_3,leadChal_4,leadChal_5,leadChal_6,leadChal_7,leadChal_8,leadChal_9,leadChal_10,leadChal_11,leadChal_12,leadChal_13,sc-hw_1R,sc-hw_2R,sc-hw_3R,sc-hw_4,sc-hw_5R,sc-hw_6R,sc-hw_7R,sc-hw_8,sc-hw_9R,sc-hw_10R,dis_1R,dis_2R,dis_3,dis_4R,dis_5,dis_6,tfl_1,tfl_2,tfl_3,tfl_4,tfl_5,tfl_6,tfl_7,tfl_8,tfl_9,tfl_10,tfl_11,tfl_12,tfl_13R,tfl_14,tfl_15,tfl_16,tfl_17,tfl_18,brs_1,brs_2,brs_3,brs_4,brs_5,brs_6,narc_1,narc_2,narc_3,narc_4,narc_5,narc_6,narc_7,narc_8,narc_9,narc_10,narc_11,narc_12,narc_13,narc_14,sc-now_1R,sc-now_2R,sc-now_3R,sc-now_4,sc-now_5R,sc-now_6R,sc-now_7R,sc-now_8,sc-now_9R,sc-now_10R,gpa,uh-now,cumTime,currentDate,currentTime
63,9/2/17 11:31,9/2/17 15:12,104219168,2fad68d149e3ca6c978c53162a71377a,PS-344-10,1,Cotting,AS,BI,2019,2,1,3,4,3,3,4,1,5,4,2,3,4,5,5,3,5,5,2,1,5,4,2,5,5,4,5,6,8,5,8,8,6,8,6,7,8,7,4,8,8,8,8,3,8,4,6,8,6,8,4,8,6,7,7,3,3,4,5,5,6,6,7,6,6,7,7,2,1,6,5,5,3,7,7,6,5,7,2,7,6,5,7,7,5,6,6,6,6,1,6,3,2,1,6,2,5,5,7,3,7,6,3,2,3,5,7,3,6,6,2,1,3,2,0,2,3,1,2,4,2,4,3,3,0,1,6,6,8,3,8,7,6,2,8,5,7,2,3,7,7,6,7,7,6,5,6,7,3,5,4,5,5,5,3,4,3,3,5,4,6,7,7,7,7,7,6,2,7,6,5,7,7,6,4,2,4,8,4,0,4,0,0,9,1,5,3,3,7,5,4,4,6,6,7,4,3,4,6,6,7,4,7,3,6,7,7,7,1,7,1,5,2,0,1,1,0,1,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,4,0,0,2.36,9,13283,9/2/17,3:12 PM
64,9/2/17 12:28,9/3/17 22:50,104219702,f6d0b2a2d75eae078a864ac3e6958473,PS-344-11,1,Cotting,MS,HI,2018,3,2,3,3,4,3,3,4,3,2,3,3,3,5,2,2,4,4,5,2,3,2,2,4,4,2,3,6,6,7,4,6,7,6,8,6,4,3,2,7,5,8,7,2,4,7,6,7,7,8,6,4,6,6,6,5,6,5,6,5,5,7,5,5,5,7,4,7,3,5,5,6,3,5,5,6,7,5,2,6,3,5,4,6,1,3,7,2,6,3,7,6,3,2,5,2,5,2,7,6,7,5,5,2,5,2,5,3,4,3,5,0,2,1,2,4,4,2,2,2,2,1,2,1,2,2,6,6,8,5,6,6,6,6,8,6,7,6,6,5,6,7,6,6,5,5,5,5,7,4,3,2,3,3,3,3,3,3,4,3,6,4,5,6,5,5,6,3,5,5,3,5,5,4,2,1,6,4,2,2,4,2,2,7,3,2,5,3,8,6,5,7,6,6,5,5,5,6,7,6,5,2,6,5,5,6,5,5,2,6,2,3,2,0,1,0,0,1,0,0,1,0,1,1,0,1,0,4,1,3,6,2,2,1,4,0,1,3.28,9,123765,9/3/17,10:50 PM
65,9/2/17 12:46,9/5/17 16:40,104836840,ebb55ecde3d847077cff59718527a6c1,PS-344-09,1,Barber,MSC,HI,2019,2,4,4,4,4,4,4,2,4,3,1,5,5,4,5,1,5,5,3,4,5,5,4,5,4,5,2,6,7,7,8,8,7,7,8,7,7,7,8,8,7,8,6,5,8,6,7,8,8,8,4,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,1,7,5,7,5,6,7,6,3,7,7,6,6,7,5,6,7,1,7,2,7,7,3,2,7,2,3,3,7,6,6,5,7,2,5,2,7,3,7,5,5,2,3,1,1,3,3,1,2,0,4,4,4,1,0,2,8,8,7,6,8,8,7,8,8,6,6,6,7,7,7,7,7,7,7,6,7,7,7,3,4,2,5,4,2,2,5,5,5,4,7,6,7,7,7,7,7,7,7,7,6,7,7,4,3,0,7,3,4,2,6,0,1,8,4,7,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,6,7,7,7,7,1,7,1,6,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,2,2,0,8,1,4,1,4,0,0,3.25,8,273229,9/5/17,4:40 PM
66,9/2/17 12:52,9/2/17 13:50,104219927,5a64d054987430497a8e248ec1772e0f,PS-344-04,1,Jarman,MS,BI,2019,2,3,4,4,3,4,2,1,5,4,1,5,3,5,4,4,5,5,4,2,5,4,2,5,4,5,5,4,7,7,5,4,7,6,5,7,6,7,5,7,6,7,7,2,6,7,5,7,4,7,6,1,6,5,7,6,6,4,6,2,3,7,6,4,5,7,6,5,3,7,1,5,2,6,6,5,7,6,1,7,5,6,3,7,2,7,7,3,7,6,7,4,6,7,6,2,7,6,5,6,5,7,6,5,7,6,7,5,7,7,2,0,3,1,3,4,1,2,2,2,4,1,2,3,4,4,6,7,4,0,8,8,2,2,8,7,7,4,5,7,6,5,7,7,7,2,3,7,7,1,3,2,5,3,3,5,5,5,3,1,4,3,5,6,6,6,3,4,2,4,5,7,5,6,6,6,7,2,4,6,2,4,3,7,2,9,3,1,9,7,6,5,2,7,7,7,7,5,3,7,6,1,6,6,2,7,7,7,2,7,2,2,5,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,2,0,8,0,0,0,8,0,0,3.078,9,3474,9/2/17,1:50 PM
67,9/2/17 13:11,9/2/17 14:30,104836787,45001e73e8c777d68caaa78b6690dab2,PS-344-03,2,Gornick,MCX,EN,2018,3,3,4,4,4,3,4,1,3,4,4,2,4,4,3,1,3,4,2,3,3,5,2,4,4,4,2,7,5,5,3,6,7,5,7,6,7,7,5,7,7,7,2,4,4,5,5,6,5,7,6,7,7,6,7,6,6,5,6,6,7,7,6,6,6,6,5,5,4,6,2,5,6,6,3,4,7,5,3,6,6,5,3,6,3,5,5,7,5,3,6,5,5,3,5,3,7,6,6,5,6,6,3,2,5,3,5,1,6,3,7,1,1,0,0,2,0,1,2,1,1,3,3,2,3,1,7,7,7,1,7,7,5,7,7,6,6,5,6,5,6,6,7,2,6,6,6,5,6,3,2,2,4,4,3,2,4,4,4,3,6,6,6,6,6,5,6,4,6,5,4,6,5,5,2,0,2,3,3,4,3,1,1,7,5,7,6,2,6,5,6,6,4,5,6,6,6,6,5,6,6,2,5,5,4,5,6,6,3,5,2,5,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,6,2,1,3,3,4,3,1,4,0,2.6,7,4764,9/2/17,2:30 PM
68,9/2/17 13:47,9/2/17 14:59,104219760,962dfd12c9d9b394f49c2c4f4d51ec77,PS-344-07,2,Barber,ASX,AM,2018,3,1,2,3,3,2,3,4,4,4,4,3,3,4,5,2,3,4,4,4,3,2,4,5,3,3,4,4,3,4,5,5,4,4,4,3,6,3,2,7,3,6,6,3,4,5,5,6,4,7,3,4,5,6,5,5,6,6,5,5,6,6,5,5,6,6,5,7,5,5,3,4,2,5,5,4,4,7,2,6,5,6,6,3,5,5,5,2,6,6,5,5,6,3,5,7,4,3,5,5,5,4,6,5,4,5,5,5,6,6,3,2,2,1,3,1,1,2,2,2,1,1,1,2,2,1,5,7,6,5,6,7,4,6,5,5,5,6,5,6,6,6,6,5,6,6,5,6,6,3,2,3,4,5,3,3,4,4,5,4,6,7,6,6,5,5,6,5,5,5,5,6,6,3,4,2,5,3,3,4,4,2,2,5,4,6,4,2,4,5,6,6,5,7,7,6,6,5,6,7,7,2,5,5,6,7,7,5,3,5,3,5,3,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,0,7,1,1,0,6,1,1,,9,4362,9/2/17,2:59 PM
69,9/2/17 14:36,9/2/17 15:45,104219032,7218354ca50ecf58558eb06ddd5c2cb0,PS-344-10,1,Cotting,AS,ECE,2019,4,3,4,4,4,4,5,2,3,2,3,3,5,5,5,2,4,5,4,3,3,4,3,5,2,5,3,7,6,6,8,8,6,6,8,6,8,6,8,8,6,8,7,5,7,5,6,8,8,8,6,6,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,3,7,7,2,6,7,7,2,6,7,5,1,7,5,7,4,7,1,4,6,7,7,1,7,6,5,2,7,7,7,6,7,7,6,7,4,1,7,2,7,1,7,1,7,4,2,2,2,3,2,2,1,2,3,3,3,3,2,3,7,8,8,6,7,8,6,8,8,5,7,1,6,7,7,6,7,6,7,7,5,7,7,2,4,3,5,5,2,2,5,5,5,4,7,6,7,6,6,7,7,6,7,7,7,7,6,7,6,0,3,6,8,7,2,0,3,9,2,8,5,1,9,6,6,7,6,7,7,7,7,7,7,7,7,2,6,7,7,7,7,6,2,6,2,6,2,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,8,0,8,2,4,0,0,3.434,9,4123,9/2/17,3:44 PM
70,9/2/17 14:43,9/2/17 17:11,104219730,c19ef4b65f6b1c6333569e21602e1419,PS-344-01,1,Gornick,MSC,MC,2019,3,3,3,4,3,3,4,2,3,3,1,5,2,4,3,2,4,5,3,3,5,2,2,4,4,3,5,6,7,7,7,5,7,7,7,5,6,6,7,5,6,7,6,7,5,6,7,5,7,6,7,6,6,7,7,7,7,5,7,6,5,7,7,6,6,6,6,3,5,7,2,6,4,5,2,7,7,7,2,7,6,5,5,6,4,1,6,5,6,1,7,7,5,4,6,5,6,5,7,7,7,5,6,3,7,3,6,2,6,5,2,3,1,2,1,3,3,3,2,0,4,3,2,2,1,3,7,7,7,6,7,7,7,7,7,5,7,6,7,6,6,6,5,6,5,6,5,7,6,3,4,2,5,4,2,2,5,5,4,4,6,7,7,7,6,7,7,7,7,6,7,6,7,4,4,0,6,4,4,4,3,3,2,9,2,4,2,1,8,6,7,6,6,6,6,6,7,6,6,7,6,2,5,5,6,6,7,7,3,7,3,5,2,0,1,0,0,1,1,0,1,0,1,0,0,1,1,4,3,0,6,2,2,5,6,2,1,2.23,8,8887,9/2/17,5:10 PM
71,9/2/17 16:17,9/2/17 17:10,104219169,ac0d086e824160cfa164748b716590ad,PS-344-08,1,Barber,NSX,ECE,2019,2,3,4,4,4,4,3,4,5,1,2,3,1,3,5,3,3,3,3,3,3,3,1,5,4,1,2,8,6,6,5,7,7,7,8,6,8,6,2,8,6,8,8,6,7,7,6,7,6,8,6,6,5,6,6,4,5,4,4,3,6,6,6,6,4,5,5,5,6,7,1,4,6,7,2,7,6,5,1,6,2,4,4,7,4,5,5,5,5,2,6,1,3,3,7,2,4,4,6,4,4,4,3,3,3,3,6,2,3,4,4,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,3,5,5,3,3,4,4,4,4,4,3,4,5,5,5,5,5,5,5,3,5,4,5,1,4,5,2,2,2,4,7,2,7,2,7,2,1,9,5,5,5,4,4,5,6,6,6,6,5,4,3,5,5,5,5,5,5,3,3,2,5,4,0,1,1,0,1,0,0,0,1,1,1,0,1,0,4,2,1,4,1,4,1,6,0,0,,5,3141,9/2/17,5:09 PM
72,9/2/17 17:07,9/12/17 21:07,104836809,3451741e20593d65fd23dc0ef4004c3b,PS-344-06,1,Jarman,MCX,HI,2020,2,3,3,4,3,4,4,2,4,1,2,5,4,5,5,4,5,5,4,3,5,5,5,5,3,5,5,7,6,4,8,8,7,7,7,7,8,6,7,8,3,6,8,4,6,8,3,8,8,5,5,5,6,7,7,5,6,6,6,7,6,7,7,7,7,7,5,7,2,7,1,6,2,6,2,6,7,7,1,7,2,5,7,6,2,2,6,1,7,2,6,5,1,1,7,1,7,1,7,6,6,5,7,2,7,2,6,2,7,5,6,4,4,1,1,4,2,0,3,0,4,4,4,1,0,4,8,8,8,7,8,8,6,8,7,7,7,2,6,7,7,7,6,7,6,5,6,7,7,2,4,3,5,5,2,3,4,5,5,1,6,7,7,7,6,7,7,7,7,6,6,6,6,6,8,2,5,7,7,8,2,0,1,9,1,9,2,9,9,7,6,6,7,7,7,7,7,6,7,7,7,1,6,5,7,7,7,7,1,7,1,7,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,8,0,0,0,8,0,0,2.23,9,878366,9/12/17,9:06 PM
73,9/2/17 17:20,9/2/17 18:52,104836792,78dec07d602eab8440780efedf5ce367,PS-344-04,1,Jarman,AS,BI,2019,3,2,2,2,3,3,3,4,5,3,4,3,5,4,5,1,5,5,4,4,3,4,3,5,3,4,1,6,7,6,5,8,6,7,5,4,6,5,3,6,3,8,2,4,5,4,4,8,4,8,6,7,6,7,7,6,6,4,6,6,6,6,7,5,7,7,5,4,2,7,1,2,6,7,2,7,7,5,1,7,2,6,2,7,1,1,3,6,4,1,7,4,5,2,7,1,2,6,7,6,7,5,2,2,5,3,5,6,4,1,1,2,1,0,0,1,0,3,1,1,4,0,0,0,1,3,3,6,4,7,1,6,4,6,3,5,6,6,5,7,7,6,3,6,6,7,5,7,6,2,5,2,5,5,1,2,5,5,5,3,6,6,6,7,5,5,6,5,6,6,5,7,5,4,3,1,7,0,1,2,7,0,0,7,2,4,3,1,9,5,6,6,7,7,6,6,7,5,6,6,7,1,7,6,5,6,6,6,2,6,1,5,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,2,3,0,7,0,0,0,8,0,0,,8,5523,9/2/17,6:51 PM
74,9/2/17 18:49,9/2/17 19:59,104836832,9ede5d0b2aea2cafcc2f6eae93c1f77d,PS-344-08,1,Barber,NS,ECE,2019,2,2,1,1,1,1,2,3,5,1,4,2,3,4,4,3,3,3,2,4,1,2,3,4,2,1,4,7,7,7,6,8,5,5,5,5,8,6,6,8,4,8,8,2,6,5,4,8,7,8,7,7,6,6,6,6,7,5,6,4,5,7,7,7,5,7,5,3,5,6,5,5,7,6,5,7,7,3,1,6,5,5,3,7,2,2,6,5,5,5,5,5,5,4,5,3,2,5,7,6,6,5,4,2,6,2,7,5,7,4,1,3,3,1,0,4,1,1,1,0,4,2,1,2,0,3,7,7,7,6,7,7,5,7,7,6,7,5,6,7,6,7,6,6,6,6,6,5,6,3,4,3,3,5,2,3,4,4,5,4,6,2,6,6,4,6,6,1,6,5,2,5,3,4,5,2,7,1,5,3,5,2,1,8,3,1,8,3,8,6,6,5,6,7,6,6,6,5,6,6,6,2,3,3,5,7,6,5,2,6,3,5,3,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,2,8,0,1,4,4,0,0,2.61,8,4189,9/2/17,7:55 PM
75,9/2/17 18:59,9/3/17 14:35,104836841,ffc905b460cb36490365dad8164be56f,PS-344-09,1,Barber,MS,EC,2019,3,3,3,3,4,4,3,4,4,4,2,5,3,3,3,4,3,3,5,3,5,3,4,4,4,3,4,4,3,4,7,6,3,2,3,4,6,4,6,6,2,5,6,1,4,6,3,6,7,8,4,4,7,7,6,6,6,4,5,4,7,7,7,5,7,5,5,6,3,6,5,6,4,3,3,2,6,7,3,6,5,6,5,5,2,7,7,2,6,3,6,5,7,4,7,5,6,4,3,6,5,5,7,4,5,7,7,5,5,5,3,4,3,4,4,3,4,2,2,4,2,3,4,3,4,1,4,7,6,3,5,7,3,6,4,6,6,5,6,5,6,5,6,4,7,6,5,6,5,3,3,4,5,3,4,4,3,4,2,3,6,7,7,7,7,6,6,4,5,5,6,6,6,6,4,3,6,3,4,2,6,3,2,9,2,3,5,6,9,5,4,5,5,5,3,5,5,4,5,4,5,2,6,4,5,7,5,5,6,3,5,2,6,1,1,1,1,1,1,0,1,1,1,1,1,1,1,6,6,4,5,3,5,5,1,3,2,,5,70575,9/3/17,2:35 PM
77,9/2/17 23:04,9/3/17 11:22,104219895,18658c96db0358da21c5d7dc5f2bc3d0,PS-344-03,1,Gornick,MCX,IS,2019,2,3,3,3,4,4,4,3,2,3,2,4,1,4,4,2,5,4,4,2,5,1,4,5,5,4,1,6,7,0,7,7,6,6,6,3,8,6,5,8,0,6,8,2,4,7,4,7,1,8,5,1,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,5,6,4,5,1,1,4,5,7,7,6,7,5,7,7,7,5,3,7,1,6,3,6,5,7,3,5,6,7,2,3,5,6,2,7,6,6,1,6,1,6,5,7,4,4,0,0,3,4,0,2,1,2,3,4,2,1,1,3,4,2,5,2,4,5,5,4,6,4,7,7,6,6,7,7,5,6,6,5,5,5,3,3,1,5,4,2,2,4,4,4,4,6,4,7,7,7,6,6,5,6,6,6,7,6,5,3,4,5,3,6,4,5,3,6,8,7,5,6,1,8,6,6,6,6,6,6,7,7,5,6,6,6,1,5,5,6,4,6,6,4,7,3,5,3,0,0,1,1,1,0,0,1,0,1,1,0,1,0,4,8,4,8,5,8,5,5,4,8,2.32,7,44274,9/3/17,11:22 AM
80,9/3/17 14:04,9/11/17 22:45,104836814,777d623e63111f1ccc735f14aa58548f,PS-344-07,1,Barber,ASC,BI,2019,2,3,1,1,2,1,2,2,1,2,2,3,4,3,5,1,2,5,5,5,3,4,4,5,2,2,2,4,6,4,4,3,5,7,8,2,4,5,3,7,3,5,3,2,3,4,5,4,5,8,5,3,7,6,6,5,7,7,6,4,7,7,7,6,7,7,6,3,2,7,1,3,5,6,1,6,5,6,1,7,3,4,6,6,1,4,4,2,7,1,6,3,5,1,7,2,2,4,7,7,7,7,5,1,6,4,5,7,6,4,1,2,3,1,1,3,3,1,1,2,3,2,3,0,0,1,8,8,4,3,5,8,4,6,6,6,7,4,6,7,5,6,4,6,5,6,6,7,4,2,3,3,5,5,2,3,5,5,5,2,6,5,6,6,4,5,6,3,4,6,4,6,6,8,8,3,3,6,6,3,4,4,5,9,4,2,5,1,9,6,6,3,5,7,7,6,7,4,6,7,7,1,6,4,6,7,7,7,2,5,5,4,2,1,1,0,1,0,0,0,1,1,1,0,1,1,0,4,7,3,5,4,5,2,3,4,1,2.515,5,722464,9/11/17,10:44 PM
82,9/3/17 14:39,9/3/17 23:13,104836850,2fcc3a7dc3a3f7b481f438f7ed168dfe,PS-344-10,1,Cotting,MSX,BI,2019,1,2,1,2,3,3,4,1,4,3,2,5,3,5,5,3,4,5,3,3,5,2,3,4,5,3,3,2,6,2,6,6,6,6,8,4,7,6,6,6,2,8,4,2,4,6,5,7,5,8,4,4,3,6,6,6,1,4,6,6,4,6,6,6,6,6,6,7,2,7,2,6,3,7,3,6,7,7,2,7,2,5,6,6,6,5,7,2,7,2,4,6,5,1,6,3,7,5,7,6,6,4,6,2,6,3,7,2,6,7,4,3,3,2,1,2,2,2,3,1,1,4,4,3,0,2,8,8,8,4,7,8,4,8,4,6,6,6,6,6,6,6,7,7,6,6,7,7,5,4,4,4,5,4,3,3,3,4,4,2,6,6,6,6,7,6,6,6,6,5,5,5,4,4,4,2,6,2,4,4,4,4,4,9,1,7,3,1,7,5,6,5,5,6,7,6,7,6,6,6,6,2,6,5,5,7,7,6,3,6,2,6,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,6,4,0,4,0,2,2,4,2,2,2.47,9,30831,9/3/17,11:12 PM
83,9/3/17 15:55,9/3/17 16:20,104219692,1b7ce2c1fbe3bcee32aeb1bbf0dbc8fc,PS-344-08,1,Barber,AS,MC,2019,2,2,3,3,3,3,2,2,3,3,3,3,2,2,4,4,4,4,4,4,4,4,3,4,2,2,3,3,2,3,3,4,3,2,2,3,4,3,3,4,3,4,4,2,4,3,3,4,3,4,3,2,5,6,6,5,5,5,6,6,6,6,6,5,6,6,6,6,5,6,2,6,3,5,2,6,5,6,2,6,3,5,6,6,2,2,5,2,6,2,5,5,5,2,6,2,3,2,6,6,6,6,6,3,5,2,5,5,6,2,3,0,3,1,2,3,2,1,2,0,3,2,3,1,0,3,7,7,6,5,7,7,4,7,7,6,5,3,5,5,5,5,6,5,5,5,6,5,5,2,3,2,4,4,2,2,4,4,4,3,6,6,6,5,5,5,6,5,5,5,6,6,6,4,6,2,4,4,3,5,4,4,4,5,2,2,5,2,7,6,6,5,5,6,6,6,6,5,6,6,6,2,5,5,5,6,6,6,2,6,2,5,2,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,7,1,1,1,7,1,1,3,9,1524,9/3/17,4:20 PM
84,9/3/17 16:03,9/3/17 17:48,104836828,5ed94a1a6742616d1582cdd6ed7008b7,PS-344-08,1,Barber,MSX,IS,2019,2,2,2,3,3,3,4,3,3,4,2,4,3,4,3,3,4,4,4,4,4,2,3,4,2,3,4,3,4,3,6,6,3,6,6,4,6,4,6,6,4,6,6,2,6,4,3,6,4,7,4,2,7,7,7,6,7,5,7,6,6,7,7,7,6,7,6,7,3,6,2,6,4,6,5,5,7,7,2,6,5,5,6,7,5,5,7,2,7,2,6,6,6,2,5,5,7,5,7,5,5,2,7,2,6,2,7,1,6,5,7,2,3,2,2,3,3,2,2,2,2,3,3,2,1,2,7,7,5,5,7,7,6,7,7,7,6,5,4,7,7,6,6,6,4,6,7,6,6,3,4,4,4,4,3,3,5,4,4,4,6,6,6,5,6,7,6,6,6,5,4,5,5,6,5,3,4,4,6,4,4,4,4,7,3,6,6,1,7,6,6,6,6,6,6,6,7,6,6,6,6,1,6,6,6,6,6,7,2,6,2,3,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,1,1,7,1,1,1.9,9,6335,9/3/17,5:48 PM
85,9/3/17 16:10,9/21/17 14:10,104219409,b722f412579a5238f41a8de861a6d26f,PS-344-09,1,Barber,NSX,AM,2018,3,3,3,4,3,4,4,1,4,1,2,4,3,4,5,3,3,4,2,2,4,2,3,5,2,1,3,6,6,4,7,2,6,7,6,6,6,4,7,8,3,5,2,1,3,1,6,2,7,6,6,4,4,6,7,6,6,5,7,6,7,7,6,6,6,7,6,2,6,6,5,6,6,6,3,6,7,6,1,6,3,6,5,6,4,3,6,6,5,2,7,6,4,2,6,4,7,6,5,6,6,4,3,2,6,2,6,2,6,5,5,1,1,3,2,1,1,2,2,0,1,3,1,2,3,1,6,7,6,3,6,6,4,2,5,6,6,5,4,6,7,6,5,6,6,5,6,6,6,5,3,4,4,4,5,5,3,3,5,4,6,6,6,6,5,5,6,4,6,4,3,5,5,7,6,2,4,6,2,6,3,2,4,8,2,6,3,1,7,5,3,5,6,5,6,5,4,6,6,6,6,2,7,5,6,6,6,7,2,6,2,6,2,0,1,1,1,0,1,0,0,1,1,0,0,1,0,5,4,2,6,2,0,6,4,0,0,3.416,7,1547985,9/21/17,2:09 PM
86,9/3/17 16:22,9/10/17 14:45,104219408,6d5642cbbdc8af0c307d34f4d2777840,PS-344-03,1,Gornick,MCX,HI,2018,3,2,3,4,3,3,3,2,2,3,3,4,3,3,3,3,4,4,4,3,4,3,3,5,4,5,4,4,6,5,5,4,5,5,5,4,5,6,5,5,4,5,5,5,4,4,4,3,5,5,5,4,5,5,5,6,6,5,6,6,6,7,6,5,5,7,6,6,5,6,4,6,5,6,6,6,7,7,4,7,7,6,6,7,4,6,7,6,7,4,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,6,6,6,6,3,3,3,3,3,1,2,3,2,2,2,1,2,2,2,6,6,7,6,7,7,7,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,4,2,2,5,5,5,4,6,6,7,7,6,7,6,7,7,6,5,7,7,5,5,0,4,5,5,5,4,4,4,7,5,6,5,3,7,6,6,6,6,6,6,5,5,5,4,5,5,4,5,5,5,5,5,7,3,7,3,6,3,1,0,1,1,0,1,1,0,1,1,0,0,1,1,4,5,4,7,2,5,3,5,4,3,3.49,5,598973,9/10/17,2:44 PM
87,9/3/17 16:51,9/11/17 21:22,104219255,d9516a9da3158db6549ee1327275a05a,PS-344-03,1,Gornick,MSX,CS,2018,2,2,3,3,3,3,2,1,3,2,3,3,3,4,4,3,4,5,3,3,3,3,3,5,3,4,3,6,6,6,5,7,6,7,5,4,6,6,4,7,5,6,6,5,6,7,6,4,5,6,4,5,6,7,6,5,6,6,6,6,6,6,6,6,6,7,5,4,3,6,2,3,6,7,2,6,6,5,2,7,3,6,4,6,2,4,5,5,6,2,6,3,5,3,6,2,4,3,6,5,6,5,4,2,6,3,4,3,5,2,5,3,2,1,1,3,2,2,1,1,3,2,3,1,1,2,6,6,6,5,5,6,4,6,6,6,6,4,5,6,6,6,6,6,6,6,6,6,6,3,5,2,5,4,2,2,4,4,4,4,5,6,6,6,6,6,5,6,6,6,6,6,6,4,3,1,6,4,4,3,6,1,2,7,3,3,2,2,7,6,6,5,7,6,7,6,6,4,6,6,6,2,6,5,6,6,6,5,2,5,3,5,3,1,1,0,1,1,0,0,1,0,1,1,0,1,0,2,1,1,6,1,4,1,3,1,0,3.59,7,707490,9/11/17,9:22 PM
88,9/3/17 17:27,9/4/17 20:21,104836837,0674b8697441ba0c290a304f90399911,PS-344-09,2,Barber,AS,CS,2018,2,1,2,2,4,3,1,4,3,2,2,2,3,5,5,2,3,3,2,4,2,4,3,5,4,3,3,4,6,8,6,4,1,5,7,4,8,4,6,8,5,8,6,1,5,8,5,5,6,8,8,6,5,7,6,6,6,5,7,6,6,7,7,7,6,7,6,1,5,7,2,1,7,7,2,6,4,3,5,7,2,5,3,6,2,2,2,6,6,3,6,2,1,6,6,5,6,5,6,5,6,7,2,5,7,2,6,3,5,6,4,3,1,1,1,2,3,3,2,2,3,4,2,1,2,2,6,6,3,4,5,6,2,3,6,6,7,4,6,4,6,7,5,4,7,7,3,6,6,4,2,3,3,5,3,1,4,5,4,2,4,4,6,7,5,5,6,4,5,4,4,5,4,5,3,3,6,4,3,5,4,3,5,6,7,9,5,3,6,5,4,3,5,6,6,7,5,4,6,6,6,2,4,3,6,6,6,6,4,7,3,4,3,0,1,0,1,1,1,0,1,1,0,1,0,1,0,4,6,1,8,5,7,4,5,2,0,2.6,9,96881,9/4/17,8:21 PM
